,id,examples,file_id,user_id,subforum_id,num_contexts,label,scores
38,13849943_2,Apparently if the 2nd toe is bigger than the Big Toe it is a racial sign that your parents have confined their mating patterns to mixing within those of Celtic Stock .,13849943_2,592598,1391,0,noHate,0.1757623
39,13498188_3,Careful what you laugh at .,13498188_3,586321,1395,0,noHate,0.22823037
40,14055786_2,That is only an issue to be sorted out with Serbian moderators .,14055786_2,572734,1383,0,noHate,0.32147807
41,30582393_1,"He just got completely knocked out , should be fine , I 've seen people flop around like a fish many times after being completely knocked out .",30582393_1,576014,1359,0,noHate,0.11067474
42,13456820_1,Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,13456820_1,572059,1347,0,hate,0.9556841
43,13482640_2,Sometimes pictures are worth a thousand words .,13482640_2,575733,1346,0,noHate,0.08664
44,30632791_1,I think you already know the answer to your own question .,30632791_1,579418,1362,0,noHate,0.07321052
45,13462533_2,I hope this will catch on like the 14 words .,13462533_2,579056,1347,2,noHate,0.073653154
46,14031187_2,"We just recently visited a relative in London .. Lord god , 2011 London is nothing like the 1950 's London I spent holidays in as a wee kid .",14031187_2,572512,1387,0,noHate,0.1322813
47,13502231_3,2508,13502231_3,586529,1395,0,noHate,0.029990422
48,13569459_2,I doubt it though .,13569459_2,577166,1347,0,noHate,0.035645787
49,30462337_3,"If you have good grades , do n't get in trouble , are involved in extracurriculars , and otherwise are a good citizen , probably most teachers are n't going to take time out of their day unless your school is REALLY liberal .",30462337_3,574434,1362,0,noHate,0.19093114
50,13456898_1,"I know exactly what you 're saying , I just hate to see those worthless apes benefit from the great things that whites do .",13456898_1,572496,1396,0,hate,0.8328472
51,30436626_3,Damn early euro fur traders could n't keep their hide pants on .,30436626_3,575397,1388,0,noHate,0.7573889
52,13472258_3,YouTube,13472258_3,578140,1346,0,noHate,0.047615543
53,14077746_6,Dessert * * * * * * !!,14077746_6,575384,1383,0,noHate,0.28861055
54,30622613_1,Bought the p226 today .,30622613_1,575744,1359,0,noHate,0.0687012
55,30560308_2,"Such as a person with one arm , wheel chair ect .",30560308_2,578499,1359,0,noHate,0.21128075
56,13865833_3,Get out there and lead by example .,13865833_3,591825,1391,0,noHate,0.15555358
57,13586816_5,That is how we get happy country .,13586816_5,589791,1393,0,noHate,0.05933919
58,30709708_3,I prefer male teachers and my girlfriend says she likes female teachers .,30709708_3,582876,1362,0,noHate,0.16816275
59,14296672_3,Please message me .,14296672_3,575071,1380,0,noHate,0.027416712
60,14412097_2,We will be announcing congressional candidates and local office candidates in a few months .,14412097_2,589506,1375,0,noHate,0.05239183
61,30439245_1,My good friend and neighbor carries his like that too .,30439245_1,572482,1359,0,noHate,0.0439515
62,33496624_1,You can ignore reality but you cannot ignore the consequences of ignoring reality .,33496624_1,572256,1396,0,noHate,0.07438329
63,30623737_5,"Here 's some good anime : `` Cowboy Bebop '' ( real title is `` Heaven 's Gate '' ) [ generally ok for kids ] `` Akira '' [ a little disturbing for youngsters ] `` Princess Mononoke '' [ kid ok ] `` Spirited Away '' [ kid ok ] `` Robotech '' [ kid ok ] `` Golgo 13 '' [ violent ] `` Ninja Scrolls '' [ violent , sexual situations ] `` Vampire Hunter D '' [ violent ] `` Animatrix '' [ violent - mature kids only ] Check out `` adult swim '' on Comedy Central late at night .",30623737_5,579195,1362,0,noHate,0.23841654
64,30447565_1,Other ethnic groups are allowed to have ethnocentric charter schools paid by taxpayers .,30447565_1,575083,1362,0,noHate,0.2465563
65,14270522_1,I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .,14270522_1,573684,1380,0,noHate,0.4398196
66,14669948_3,#WethePeople #RealAmericans,14669948_3,614438,1371,1,noHate,0.46589994
67,14675480_4,Liberals have this illusion that genes pick and select which genes that get passed down and they think it only passes down the good ones .,14675480_4,575539,1371,0,relation,0.22213972
68,13107589_8,"CONFIRMED - March 12 , 2011 YouTube - UPDATE 1pm CST -- NOT GOOD !",13107589_8,572066,1345,0,noHate,0.050606083
69,14678603_1,I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,14678603_1,572073,1371,0,hate,0.6519473
70,13866670_1,My ex girlfriends mother wrote that song !,13866670_1,592605,1391,0,noHate,0.087350674
71,13442012_1,Ok how about I post a cool song that will cool us off : YouTube - Darkthrone - Transilvanian Hunger - With Lyrics Now come on people lets make some progress .,13442012_1,575159,1347,0,noHate,0.101426624
72,30582420_2,Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,30582420_2,573419,1359,0,hate,0.44169375
73,14055056_2,Moby Extreme Ways ( The Bourne Clip ) - YouTube,14055056_2,575931,1383,0,noHate,0.22233753
74,13605248_8,"Norway : 3.3 ( 2001 ) , 3.9 ( 2002 ) , 3.5 ( 2003 ) , 1.8 ( 2004 ) . ( assuming population of 4.5 million ) Sweden : 2.6 ( 2001 ) , 3.7 ( 2002 ) , 3.5 ( 2003 ) , 2.6 ( 2004 ) . ( assuming population of 8.9 million ) Iceland is at about 0.2 .",13605248_8,579436,1393,1,noHate,0.043351367
75,13859752_2,Thank you .,13859752_2,578188,1391,0,noHate,0.021647157
76,30390371_1,"In the old days private security and armed whites would take care of this , but maybe the negros are fighting smarter by taking on soft-targets ?",30390371_1,572482,1396,0,noHate,0.6519473
77,30413547_3,Visit http://HolocaustHandbooks.com today,30413547_3,572082,1354,0,noHate,0.076649055
78,14101084_1,I used to enter horse competitions until I was thrown off one and broke my leg .,14101084_1,574315,1381,0,noHate,0.15798764
79,14082109_2,14/88,14082109_2,593073,1381,0,noHate,0.061271623
80,14273611_1,"Hey, she passed away a few weeks ago now ; Did you not read it in the papers or see it in the news ?",14273611_1,589865,1380,0,noHate,0.101615876
81,14677489_2,"Unfortunately , intelligent outliers of races generally not gifted with a high average intelligence can be very deadly .",14677489_2,574954,1371,1,noHate,0.66553557
82,30546921_3,"They can be blue , green , or grey at different times .",30546921_3,574034,1348,0,noHate,0.04063214
83,13501262_2,I want to show them this thread .,13501262_2,586483,1345,1,noHate,0.09824176
84,12856456_1,"Arseniy Yatsenyuk approved as Ukraine 's new prime minister Arseniy Yatsenyuk , Ukraine 's new prime minister Published February 27 , 2014 / FoxNews.com Source : Arseniy Yatsenyuk approved as Ukraine 's new prime minister | Fox News",12856456_1,572723,1346,0,noHate,0.029261563
85,12872204_3,It 's close to Finnic and Estonian .,12872204_3,572043,1397,0,noHate,0.16929649
86,12849464_4,And the sad thing is the white students at those schools will act like that too .,12849464_4,575975,1346,1,hate,0.3646649
87,30954922_2,"JAPs are a total hoot , each the center of the universe , loud , brash , vain , arrogant . . .",30954922_2,572228,1346,0,hate,0.76644164
88,30451625_3,I went back a cpl years ago and the black vermin were everywhere .,30451625_3,577167,1388,0,hate,0.38341933
89,30777933_3,Old Bible scholars beleive the Bible was written by White Germanic people .,30777933_3,573685,1363,0,noHate,0.3671935
90,13470937_4,Gatsby Coram & Stoney Westmoreland - FedEx Commercial `` Vacation at home '' - YouTube,13470937_4,576661,1346,0,noHate,0.039225716
91,13473247_4,I have seen young white girl 's and boy 's acting like blacks with their baggy pant 's and their hip hop .,13473247_4,583605,1346,0,noHate,0.6519473
92,14030428_1,Although we have slight variances in our position here I want to thank all the posters who have kept this thread civil .,14030428_1,580682,1387,0,noHate,0.11345488
93,14082739_2,I need to get pics of her tonight when I get done shaving her .,14082739_2,597968,1381,0,noHate,0.12436663
94,30431013_2,Alot of blue missing but it always goes bang and fits in my pants pocket better than my Taurus tip up .,30431013_2,577207,1359,3,noHate,0.32187498
95,14268777_3,From Norway to the Fareo Islands and then onto Iceland .,14268777_3,589338,1380,0,noHate,0.05798558
96,13456517_1,Does anyone have that video of black gang attacking a white teenagers in front of his house and then a black gang of females attack his mother for trying to protect her son .,13456517_1,579575,1347,0,noHate,0.5336418
97,13867005_1,"Thanks, ive actually found this to be a very warm and welcoming site , been reading for a few weeks now , thought id register .",13867005_1,592928,1391,0,noHate,0.09456472
98,13379594_2,Sub 70 I.Q. I would say for sure .,13379594_2,574041,1345,1,hate,0.20687677
99,14107382_2,Write back if you want to talk .,14107382_2,593305,1381,0,noHate,0.13809521
100,14408833_1,"If you are putting bread on a White family 's table , they will follow you .",14408833_1,577166,1375,0,noHate,0.38550752
101,14407299_1,Newsnet14.com thugreport.com It 's a shame most of the people that came here are just rambling about killing people though lol ....,14407299_1,572153,1375,0,noHate,0.46589994
102,13480343_2,When you get to the site click on Dark Crimes .,13480343_2,573459,1345,0,noHate,0.32119718
103,14670410_2,The only thing Negroes have is wishful want .,14670410_2,576425,1371,1,hate,0.83785176
104,13595927_1,I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .,13595927_1,572043,1393,0,noHate,0.0878375
105,14105130_3,Aimee,14105130_3,599783,1381,0,noHate,0.034017913
106,30565021_4,Same with basketball and baseball .,30565021_4,572726,1348,0,noHate,0.068275556
107,31769461_2,Support the Boy Scouts .,31769461_2,589998,1363,0,noHate,0.029430225
108,12845607_4,Like the `` white '' -African ( what the hell is her name ) ..,12845607_4,572930,1396,0,noHate,0.66853356
109,13944391_1,I understand this but unfortunatly I have no one else to turn to .,13944391_1,581731,1388,0,noHate,0.11619834
110,30552917_1,I am in the same boat as you to an extent .,30552917_1,574247,1388,0,noHate,0.06805553
111,31787598_1,I was wondering the same thing when I first saw that this section was added .,31787598_1,593307,1363,0,noHate,0.021016069
112,14669208_1,I'm glad you 're gay !,14669208_1,572648,1371,0,noHate,0.75531435
113,14027303_1,"Liberals go on about diversity and how we all need it , but they have no problem with two completely different types of people blending together and being the same .",14027303_1,595866,1387,0,noHate,0.059514128
114,13494117_6,Thus they have the title as the fattest people in the world .,13494117_6,580901,1395,0,noHate,0.23245578
115,13854327_1,You cant expect those poor underprivilidged blacks to have to put up with this cold weather .,13854327_1,587508,1391,0,hate,0.7606697
116,30439769_4,TNB !,30439769_4,573224,1362,0,relation,0.17845257
117,14438496_2,"I 've started asking myself that question every day , and every day it seems like I did n't do enough .",14438496_2,572554,1375,0,noHate,0.065446354
118,30491857_3,Cats Musical - Memory - YouTube,30491857_3,572057,1362,0,noHate,0.03555652
119,30571599_13,"158 carpenter NiB BCG , 1/7 twist , CHF barrel and chamber , comfy CTR stock , etc .",30571599_13,576238,1359,0,noHate,0.07342279
120,14106203_3,Anything ??,14106203_3,599920,1381,1,noHate,0.07225322
121,30636316_1,Boys and girls should n't wrestle each other .,30636316_1,607088,1359,0,noHate,0.11616718
122,13059807_2,Absolute stupidity !,13059807_2,574041,1345,0,noHate,0.9070199
123,14023149_1,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,14023149_1,574612,1387,0,hate,0.26256514
124,14016815_1,BS!,14016815_1,581725,1388,0,noHate,0.258624
125,13246274_2,I saw Edwards on some TV show not long ago .,13246274_2,575102,1345,0,noHate,0.112734705
126,13621261_5,The Lebanese are one of those who did the massacre at Sabra and Shattila under the direction of the Juden-state Israel .,13621261_5,579371,1393,0,noHate,0.3784526
127,13587851_7,Around 5 % of Estonians singing on one stage .,13587851_7,572043,1393,0,noHate,0.08943887
128,31732793_1,Yeah they did this crap at my school when I was in kindergarten .,31732793_1,577415,1363,2,noHate,0.7509154
129,13586328_1,"Now, young man !",13586328_1,589256,1393,0,noHate,0.05689398
130,14302798_1,Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,14302798_1,573309,1380,1,hate,0.7143426
131,30852439_3,Thank goodness you 're there to pick up the slack .,30852439_3,582493,1346,0,noHate,0.114597104
132,30751384_1,"Actually, They will be raised by there mother along with their father , the US government .",30751384_1,621450,1362,0,noHate,0.118063614
133,30429569_2,Professor Kassin 's research focuses on the remarkable phenomenon of false confessions in criminal investigations--which are far more common than one might expect .,30429569_2,576284,1354,0,noHate,0.20008758
134,13862527_1,i'd like to know more about this debate .. is anyone welcome and where exactly is it being held ? good work by the way Mr.Roach. nice publicity .,13862527_1,592921,1391,0,noHate,0.21181083
135,14650949_7,"Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .",14650949_7,574041,1371,0,noHate,0.14841424
136,32576555_1,"i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas",32576555_1,576236,1347,1,noHate,0.49799454
137,31766408_3,That 's Great !,31766408_3,592068,1363,0,relation,0.031062938
138,14671829_8,Tell them we 'll legalize drugs and pedophilia .,14671829_8,573247,1371,5,hate,0.50893766
139,30644511_1,"Love Halloween , even the contemporary themes .",30644511_1,585121,1348,0,noHate,0.013749072
140,14292758_2,Anyone know ?,14292758_2,572462,1380,0,noHate,0.04655579
141,14112237_3,Tereasa,14112237_3,599136,1381,1,noHate,0.19252308
142,12882682_1,The only people he 's demoralizing ( or trying to demoralize ) are the families of these dead troops at funerals .,12882682_1,577789,1345,0,relation,0.2743877
143,12855349_1,When the girl starts talking the guy in the middles lips start moving .,12855349_1,572083,1346,0,noHate,0.17169292
144,13857781_1,"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant .",13857781_1,573642,1391,1,noHate,0.04571834
145,30451811_1,It is a total disgrace when tax-payer dollars can go to promoting such degenerate filth .,30451811_1,735451,1388,0,hate,0.76329017
146,31777468_1,I'm trying to get a White Nationalist group together in Connecticut .,31777468_1,590006,1363,0,noHate,0.2293074
147,14265509_6,You acted like yourself .,14265509_6,579560,1380,0,noHate,0.27888826
148,14030847_1,"False, Scotland is almost as bad as England and Scottish females have an obsession with negro males , well the ones i know do anyway .",14030847_1,595845,1387,1,noHate,0.66553557
149,13147434_5,"According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .",13147434_5,578303,1345,0,noHate,0.023984306
150,13587091_1,"In the local student rag 's dating section , there was a letter sent in by a black guy complaining about white girls at this university shunning him and his other negro friends .",13587091_1,579436,1393,0,noHate,0.7143426
151,13481903_5,Meanwhile the white boy is centered behind him and looks clueless .,13481903_5,576661,1346,0,noHate,0.43853185
152,30415853_1,"Hi: I want to share these wonderful videos , very beautiful teachers and great new methods for everybody can easily learn .",30415853_1,576257,1362,0,noHate,0.026047727
153,13288494_3,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,13288494_3,572180,1345,6,noHate,0.1981123
154,13461331_2,"I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",13461331_2,575828,1346,0,hate,0.10629228
155,13858999_2,Hails,13858999_2,572043,1391,0,noHate,0.014563553
156,14103519_2,Wanna talk im or pm me,14103519_2,599592,1381,0,noHate,0.12021252
157,14411262_1,http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .,14411262_1,579088,1375,0,noHate,0.14280984
158,14301771_2,Burlington coat factory opening .,14301771_2,581963,1380,0,noHate,0.12078896
159,13475861_1,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,13475861_1,574312,1345,0,hate,0.90954083
160,14413580_1,"I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .",14413580_1,603765,1375,0,noHate,0.20327227
161,30500254_1,Thanks for the replies .,30500254_1,575946,1362,0,noHate,0.023236489
162,31746354_1,Your gonna get beat up by guys ! Thats messed not even the sorenyos kids at my school hit girls unless its their whore !,31746354_1,617825,1363,0,noHate,0.87226176
163,30389753_1,"Putting it out there that I am in for a meet up , feel free to private message me .",30389753_1,585320,1388,0,noHate,0.18880115
164,14417385_2,Regurgitation of good info is better than ingestion of jewish-disinformation .,14417385_2,573810,1375,1,hate,0.53495574
165,13455957_4,- YouTube,13455957_4,575510,1347,0,noHate,0.119425364
166,30534328_2,Lying Marxists !,30534328_2,576359,1354,0,hate,0.56162065
167,30498223_1,"Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .",30498223_1,572147,1348,0,noHate,0.15723705
168,14668109_1,Not to mention that its a business in jails among the gangs too .,14668109_1,572312,1371,0,noHate,0.1024583
169,30587819_2,- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .,30587819_2,573897,1359,0,noHate,0.37641633
170,13851581_1,A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi 's with common lowlife scum .,13851581_1,592500,1391,1,noHate,0.76644164
171,14670062_1,wtf is feminist about a child speaking out against being trafficked to an old pedophile or anyone else objecting to pedophilia ?,14670062_1,572487,1371,0,noHate,0.63677317
172,14023131_1,"Tesco shoppers in Mold , Flintshire flee man wielding machete | Daily Mail Online edit : sorry i just saw this has already been posted .",14023131_1,581625,1387,0,noHate,0.32699674
173,14406574_1,"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",14406574_1,590908,1375,0,noHate,0.065033875
174,13852694_2,IRA could have hit a prime minister at any time but chose to hit kids instead .,13852694_2,573444,1391,0,noHate,0.58169335
175,14027771_2,André Rieu - The Beautiful Blue Danube - YouTube,14027771_2,595718,1387,0,noHate,0.06815753
176,13471931_2,How great they think it is to have a mixed child .,13471931_2,575087,1346,0,relation,0.1499522
177,30482838_1,"very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .",30482838_1,576917,1348,0,noHate,0.06138272
178,30514286_2,www.third-reich-books.com - English translations of hundreds of Third Reich originals without negative commentary !,30514286_2,572251,1362,0,noHate,0.19568858
179,31330843_1,I say ' cry havoc and let slip the dogs of war ' !,31330843_1,582650,1346,0,noHate,0.32230806
180,30414700_1,Try here Amazon.com.,30414700_1,573125,1359,0,noHate,0.07025445
181,30533128_2,"Yes , I figured that out on my own a few hours later .",30533128_2,734703,1348,0,noHate,0.106191866
182,31711240_2,Keep it up and spread the word .,31711240_2,744926,1363,0,noHate,0.16320841
183,30593088_1,"This judge is an idiot and a prime example of why the law gets what little respect it does these days , they will let anyone with an agenda and connections become a judge these days .",30593088_1,573285,1359,0,noHate,0.8477921
184,30739068_2,I 'm sure it 's all a result of discrimination .,30739068_2,578075,1362,0,noHate,0.20336573
185,13564355_1,"On the basis of this and the PM 's forwarded to me , you will take a week off to calm down .",13564355_1,572449,1393,0,noHate,0.06557751
186,14411537_1,"If anyone wants to watch sports , whether white or non-white , let them .",14411537_1,573463,1375,0,noHate,0.39346394
187,30684884_2,2 ) Lethargic [ syn. inactive ],30684884_2,572129,1362,0,noHate,0.13992569
188,14670842_2,Prove it wrong .,14670842_2,572073,1371,0,noHate,0.068004236
189,13585063_1,Many years ago I heard from a swedish friend lots of maffia-activity comes from the Russians .,13585063_1,589254,1393,0,noHate,0.25374424
190,30396930_3,That 's unheard of today !,30396930_3,575789,1354,0,relation,0.07461899
191,31747401_1,a few times ive been told to make kids. i said i have no one to make them with. now i have someone but we do not feel ready to have kids. i belive in quality over quantity. so we would have maybe 2 to 4 .,31747401_1,573589,1363,0,noHate,0.11980991
192,30528425_2,"For a book on algebraic word problems , look at Thurman Peterson 's `` Intermediate Algebra for College Students '' ( revised edition , 1954 ) .",30528425_2,576891,1362,0,noHate,0.06268787
193,12854602_3,The song Comfortably Numb is from Pink Floyd .,12854602_3,576464,1346,0,noHate,0.28857696
194,14667042_2,"In fact , if you buy California fruit , you have tasted illegal alien DNA .",14667042_2,572043,1371,0,hate,0.48711935
195,14279550_12,"If you plan to work a particular mall in the Houston area , please PM me , so we can coordinate , and cover more area .",14279550_12,573505,1380,0,noHate,0.06523516
196,30688589_2,Is it out of fear ?,30688589_2,572416,1354,0,noHate,0.070312545
197,30654383_1,Truth is welcome who ever speaks it .,30654383_1,572231,1354,0,noHate,0.06673179
198,13860590_1,"i have no problem eating foreign food , what i have a problem is is handing over my money to foreigners. there is no reason you should hate any foods just beacuse some other race found out a nice way to prepare it .",13860590_1,591112,1391,0,noHate,0.32240543
199,31677547_2,I wonder if we will have to wait until the trial for a photo .,31677547_2,577078,1345,0,noHate,0.07228928
200,13498604_2,It 's an unfair representation of a nation Some random bulgarians [ IMG ] http://photos-b.ak.fbcdn.net/hphotos-ak-snc3/hs477.snc3/26143_100549093315633_100000816283788_13289_6985315_n.jpg [ /IMG ],13498604_2,578837,1395,0,noHate,0.3657114
201,14298546_3,I wish you every success .,14298546_3,573146,1380,0,noHate,0.04819682
202,30534333_1,"Yes, the Americanos even prevailed on the armyless Costa Ricans to round up their European nationals , even European-descended Costa Rican citizens , for a nice Costa Rican concentration camp in San Jose !",30534333_1,577094,1354,0,noHate,0.26029477
203,14098701_6,88 Kelly 2056,14098701_6,599056,1381,0,noHate,0.034633406
204,30640896_2,There are a few schools around here that run women only classes and once school has a six or eight week so called boot camp for women wanting to do krav maga .,30640896_2,578499,1359,0,noHate,0.24946235
205,13504033_1,"Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 .",13504033_1,577743,1345,0,noHate,0.1606856
206,14107793_2,I 'd love to speak with you .,14107793_2,599819,1381,0,noHate,0.047993626
207,14038785_1,England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .,14038785_1,572367,1387,0,hate,0.47405842
208,30673265_9,Sunshine .,30673265_9,589260,1348,0,noHate,0.017710304
209,31755383_3,You may as well think of it as the blood of an animal .,31755383_3,572266,1363,0,noHate,0.42635965
210,13844548_1,"This was on the news tonight and I thought WTF Is this some kind of joke , I 'm sick of the West taking in the Worlds garbage",13844548_1,572190,1391,2,noHate,0.7388681
211,13451430_2,Seems to me they are in precipitous decline .,13451430_2,582250,1347,0,noHate,0.06789794
212,30591002_1,The Jew in the video which I posted speaks mostly in English .,30591002_1,572266,1348,0,noHate,0.23353386
213,33588971_1,I am in favor of starting with the death penalty for all traitors which includes all racial traitors .,33588971_1,572266,1388,0,noHate,0.76644164
214,30614176_1,With public schools being so integrated and focusing on non white students I really would suggest to any parent to get themselves educated so they can teach their children at home .,30614176_1,573940,1362,0,noHate,0.29917878
215,30660608_1,I do n't see any harm in teaching the classic thanksgiving story as long as you do n't do anything like I had to do in school when I was younger .,30660608_1,581497,1362,0,noHate,0.12120937
216,14104877_2,"Me , I love ' em any height .",14104877_2,572449,1381,0,noHate,0.10105096
217,30631910_1,"I would like to have a gun to carry for self defence , but have not done so , as should the gun be found on my person by authorities then gaol would be the outcome .",30631910_1,572821,1359,0,noHate,0.08705076
218,14099872_3,White pride worldwide ! 3033,14099872_3,586237,1381,1,noHate,0.29211333
219,14417300_2,Good luck !,14417300_2,573859,1375,0,noHate,0.06878112
